id_tweet;content;sum_rt_reply_like;mark
9,49753E+17;its our anniversary soon. wanna go for a meal or something? nah. do you fancy going on instead? what a couple! person ;9;nan
9,49753E+17;that was a whole lot of fun person always a pleasure to sing with such a soulful lady! ;10;nan
9,49752E+17;had to press my button for person love duos especially with my success with person last year! well done person ;6;nan
9,49751E+17;couple goals. heres person singing person jcb song: ;4;nan
9,4975E+17;person  stop the collection plate its very uncomfortable to watch donate your own money!!!!!! ;4;nan
9,49749E+17;thevoice sorry but the kids going around with jennifers collection plate this bang is out of order this is not what the voice is about! where is the money u going communicate the charity please!!! ;3;nan
9,49749E+17;wow. thevoice ;19;nan
9,49748E+17;when person says take me there! you gotta oblige. person what a voice. rewatch amazing grace here:  ;5;5
9,49748E+17;theres only one emoji we can use to describe person voice right now and its: person ;15;5
9,49748E+17;watching thevoice and talking about just how good person was last year  not least in repping ! glad to see hes doing so well : ;11;5
9,49747E+17;why dont they just get person to sing for the whole hour and a half on each week? ;5;5
9,49745E+17;its so hard when you only have 10 spots on your team and there are so many talented people! keep your head up person ;5;4
9,49745E+17;using her app and making it a true blind audition thevoice ;8;3
9,49744E+17;olly murs: i started my career when i was 2526 person i won an oscar at 25!! ;16;3
9,49744E+17;just so love person she is magical and person is great too and i adore person and of course person so in other words really enjoying person ;12;5
9,49743E+17;person performances on thevoice will always be my favourite!! such an amazing guy and soo talented and true inspiration!! achieved soo much and huge respect 4 him. ;5;5
9,49742E+17;massive congrats to music student person on turning all four chairs on the this evening! ;7;4
9,49741E+17;olly murs is like the coolest thevoice coach ever: i was the first person to turn fyi... ;5;3
9,49741E+17;whatll it take to get a turn from will..? oh that! watch team ollys person sing lean on by person  ;6;4
9,49741E+17;woop woop thevoice ;4;3
9,49741E+17;watch this on loop whenever you need a pickmeup person ;6;4
9,49741E+17;manchester coffee shop worker chloe jones wowed thevoice coaches as the talent show returned to itv ;7;4
9,4974E+17;we wish person all the luck in the world with this technique. not sure how impressed person is with it though person pic.twitter.comqlmyvg5ius ;9;4
9,4974E+17;great voice rear of the year can almost keep tom away from his button while simultaneously pushing his own button person triple threat. ;10;4
9,49739E+17;proud to welcome the heavenly sweet vocals of person to you will be a great asset to my team!  ;12;4
9,49739E+17;person has some amazing support here. even though her battle may be over soon people are really getting behind her to make those final memories. ;4;4
9,49738E+17;person woop woop ;5;4
9,49738E+17;welcome to person let that voice shine ! ;12;4
9,49734E+17;jennifer hudson has such powerhouse vocals! thevoice ;7;5
9,49734E+17;hows it hanging person  ;13;4
9,49732E+17;here we go.... thevoice is starting on person now! enjoy x ;9;3
9,49732E+17;show time peeps!thevoiceuk person ;6;3
9,4973E+17;you heard the man! thevoice ;12;3
9,49725E+17;peanut butter pizza? cycling shorts? person person tells us if theyre dope or nope for 2018... more will:  thevoice ;13;3
9,49672E+17;with the sensational person earlier today on person ;4;4
9,49662E+17;tune in to person tonight see our brother person on ;9;3
9,49652E+17;i wrote this in defence of person on  via person person ;19;4
9,49529E+17;i wrote a song full vidhttps:youtu.belzqlnztbkh8 pleas share! and watch tonight 8pm thevoice person tonight ;14;4
9,49433E+17;meeting tom jones was really lovely we had a wonderful meeting talking business and music and maybe going on the voice! person person he had two body guards love you ;4;3
9,50118E+17;congratulations person person person person person  thevoice was the biggest show on tv last night with over 6.1million viewers. ;9;4
9,50109E+17;watching person on reminded me that ollys concert is on my amazon prime watch list perfect sunday night along with pizza ;8;3
9,50035E+17;great news! catch me on person tomorrow morning at 8:30 am! ;18;3
9,49991E+17;so grateful for person person and person for turning and giving lovely feedback! couldnt believe it. what a great and surreal experience that was! thevoice person ;15;4
9,49986E+17;got that sunday feeling? why not spend your sunday snuggling up to watch last nights episode over on person  ;14;4
9,49955E+17;wow person great voice and absolutely gorgeous! my favourite already ;3;5
9,49942E+17;thanks to all the production team thevoice for their professionalism and guidance. specially leo mo lauren fiona and jai! person person ;12;3
9,49938E+17;great job person ;5;5
9,49912E+17;huge thanks to everyone for tuning in! and thanks person for turning round! truly humbled ;14;4
9,50114E+17;hes one of our own hes one of our own that person hes one of our own ;3;4
9,50061E+17;some amazing talent already for week 1...but what a voice person has! cant wait to hear more from her. so happy that she picked person ;10;5
9,50057E+17;such a special but surreal day having lots of you guys come and say hello to us in person we love seeing you! thank you for all of your amazing support ;9;4
9,50006E+17;tuned in to watch thevoice last night. instead of it turned into a j hud show. ;5;2
9,49933E+17;todays tv highlights include person new drama series at 20h00 and on person new to sa: ;4;3
9,49794E+17;thank you person ill see you next year thevoice person person ;8;2
9,49793E+17;my 4 favourites from auditions week 1: 1. person 2. person 3. person 4. person ;13;5
9,50481E+17;back to work it is for me then... now who wants a sign? thevoice person person person person ;6;3
9,50463E+17;the voice is back thevoice and person made my day!!  ;4;5
9,50453E+17;how does it feel to have coaches fighting over you?! person gets the inside scoop from person ;6;4
9,50442E+17;who would you have turned for? heres person verdict on saturdays launch  ;7;3
9,50418E+17;from musical inspirations to his grannys inspirational moves  you do not wanna miss person story!  ;10;5
9,50416E+17;catching up on and person hit it on the head in one sentence the voice would not could not be the voice without person   never a truer word spoken  ;8;5
9,50412E+17;person on my screen every saturday and person evert sunday. yall are spoiling me ;1;1
9,5041E+17;dazzling their way straight through to team person its person and person  ;12;5
9,50375E+17;some people are good at making us proud of where we come from from today am an official number one fan of person make us proud... ;4;5
9,50352E+17;say hello to our new vlogger  the lovely person shell be giving her opinion on the singers in this years series and some inside info on what its like to be a contestant  and finalist  ;8;3
9,50349E+17;contestant had the first 4 chairs turn on ! thevoice person person ;2;4
9,50327E+17;kicking off the week with tareqs new work for the voice! thevoice person ;2;3
9,50496E+17;just caught up on omg loved it had me in stitches person person person best way to start 2018 ;1;5
9,50485E+17;person is not the same without you! you really brought a beautiful edge to the show ;1;5
9,50385E+17;person made the person again!! such an incredibly talented lady and fully deserves all this recognition and more.....roll on the battles ;1;5
9,50343E+17;hes back! comedian returns with his hilarious column  this time giving his thoughts on  person ;2;4
9,50335E+17;thevoiceuk person person person were sharing the newspaper with you all today! youre on p23 and were on p24 person we are well chuffed! great first show well impressed with donel youve got a great contestant there will!  ;1;3
9,50313E+17;incredible performance from barton student person on your college is behind you! person thevoice ;8;5
9,50306E+17;caught up on and i have a little lady baylee who is so happy that we will be seeing person on are tv every week. in her words this is going to be the best series ever. ;3;4
9,50288E+17;thanks for the follow and all the lovely feedback from my blind audition! so looking forward to the watching the show this week! person ;9;3
9,50161E+17;i hope youre all supporting my bro person through hes killing it! ;11;5
9,50826E+17;want to know the differences between person and thevoice ? coach person breaks it down for us!  ;2;3
9,50784E+17;some lovely press about tareqs new work with thevoice ;2;3
9,50753E+17;just catching up on the thevoice and damn!! person has got the winner right there. dancing in my barbershop to that song ;1;5
9,50749E+17;did you catch music student person incredible performance on this weekend?  via thevoice ;13;5
9,50741E+17;literally just screamed out loud at the tv when person turned around for the duo singing the bloody jcb song this is why i dont usually watch this show. so disappointed in you good job i love ya ;1;5
9,50714E+17;theyre such a passionate bunch from person fiesty streak to person longterm future promises from person huge hugs to person cool calm and collected pitches. were hooked. ;2;4
9,50704E+17;thanks for the follow person we cant wait to hear some music from you soon ;7;5
9,50679E+17;has been nominated for a national television award for best talent show while person is up for best tv judge for and you can vote here! ;6;4
9,5082E+17;living for person voice ;0;5
9,50783E+17;evening mr murs person i see you had your on saturday on thevoice you are a brilliant host cant wait to see you next week ;1;5
9,50736E+17;wow just watched the opening of i reckon this years judges are the best so far! well done person person person person ;0;5
9,50597E+17;thevoiceuk jimmy v from sussex was defo the one that got away. what were the judges not hearing? a far superior voice than that belonging to person lets be honest... madness! ;0;1
9,5055E+17;catching up on and person is honestly my favourite person in the world. best. entrance. ever ;1;5
9,50542E+17;super wack that yall dont turn around to at least give words of encouragement to the voices that leave. : 2 years in a row... person person person person ;0;3
9,50534E+17;for years disrupting i was almost choked to death at for wanting to make the point of certain ideas. you get that? no one from ukmedia ever said hey this man disrupted us with ideas. what are the ideas of this man? the snakes like person only oppress... ;0;1
9,51213E+17;the voice uk: exclusive heres a clip of person when we interviewed her person press launch last week. she s to sing! follow us for more updates ...   ham yard hotel ;9;4
9,51177E+17;our man person is already shaking things up on the voice uk and we love it! brand new: the voice uk continues saturday at 8pm on tv3.  ;14;3
9,51176E+17;brilliant to see person student lauren performing lean on: in the blind auditions of thevoice via person ;2;4
9,51152E+17;our superstar coach person has been shortlisted for best tv judge for his work on and at the person itd mean a lot to us if you gave him a vote right here: ;15;4
9,51146E+17;person youre officially a xx ;7;5
9,51135E+17;person ceo today lovely woman ! lifes changing ! catch me on itv news meridian tonight at 6pm ;10;4
9,51129E+17;not only are we shortlisted for best talent show but the one and only person is up for best judge for and vote here:  ;11;4
9,51128E+17;big news! has been nominated for best talent show at the person if youve got a moment show us some love and vote here: ! ;8;3
9,5109E+17;thanks dude person ;6;4
9,5108E+17; jennifer hudson: the bible has not failed me yet person person ;5;3
9,51226E+17;he had a blast person he was signing autographs in the school canteen on monday so his feet are still firmly in the air as per usual! thevoice ;1;3
9,5117E+17;do you think it helps that person has been a coach the longest? ;1;3
9,51047E+17;that first spinning moment person ;7;3
9,50925E+17;person good luck on your journey! youre in good hands with person ;4;4
9,50885E+17;person are you joking about touring next year??!!!!! ;0;1
9,51601E+17;our brother person is nominated for best tv judge for and at the person show love and vote for him here: ;4;3
9,51593E+17;funny reaction video from person  10:00  person ;6;3
9,51578E+17;still mesmerised to this day.  via person person person ;0;3
9,51562E+17;without a doubt the best reaction to the best performance!! bring on person fabulous ;5;5
9,51544E+17;hey guys please download and enjoy a great week by listening to person afro beat album its available on person person person person etc person person ;0;3
9,51495E+17;theres a whole lotta shakin goin on this saturday courtesy of person watch a preview right here:  ;6;3
9,51439E+17;check out the used by thevoice person  have to switch genres from song to song on the show which is watched by 5.6m viewers! ;2;5
9,51408E+17;online poll for kids! here  who is your favourite coach on the voice? thevoice person person person person who gets your vote?! pic: itv ;0;3
9,51592E+17;person in the local ;0;3
9,5156E+17;thevoice is just not the same without person .. sorry person ;0;4
9,51518E+17;person only two more sleeps until the voice and olly is back on my tv ;0;3
9,5146E+17;which is the most mesmerized song of 2017? person person person ;2;3
9,51309E+17;i freaking love person ;0;5
9,51943E+17;wye floats own rising star. we would love to have you back for this years event person person ;16;3
9,51937E+17;will lucy milburn get the coaches in a spin on saturdays thevoice watch in full at 8pm tomorrow  see a teaser here: ;1;3
9,51927E+17;thevoice person super talented and gorgeous. my winner!! ;7;5
9,51927E+17;tune into person at 8.15 tomorrow morning for a little chat all about thevoice ;6;3
9,51907E+17;can kade smith win thevoice coaches over with his version of sittin on the dock of the bay? heres a teaser: is back at 8pm on saturday! ;8;3
9,51907E+17;has sir tom jones still got the magic touch? person ;10;3
9,51856E+17;happy birthday person hope you have a fab day! thevoice thevoice person person person person ;2;4
9,51816E+17;donels nan dancing is already the highlight of 2018! thevoice  ;12;4
9,51889E+17;catching up on last weekends thevoice ;0;3
9,5188E+17;person absolutely you on olly xx ;1;3
9,5186E+17;is back tomorrow so book a place on the sofa and book the tv for tomorrow night at 8 on person person person ;0;3
9,5173E+17;person and loads of entertainment  drama on person this weekend with brand new w person  person ;2;3
9,51729E+17;its time to make a promise to the planet! inside this weeks : our new campaign with person person person and more   ;10;3
9,52296E+17;thank you all so so so much fancy helping me finish of my christmas choccys to celebrate person thevoice  ;8;4
9,52294E+17;how many coaches turned person watch person incredible performance of amber rileys colorblind here:  ;6;4
9,52292E+17;whos been watching thevoice contestant lucy milburn will be joining us on mondays show and her big question to the judges has got us wondering where do you keep your chocolate? tweet us or to have your say!  ;14;3
9,52291E+17;i meant it person that audition really touched me! thank you for choosing me as your coach and mentor! ;23;5
9,52291E+17;did you see singersongwriter person on shell be joining person live at 8:20am on monday. listen on 103.8fm freeview channel 734 or online:   ;9;3
9,5229E+17;ivy paige the princess and goddess totally slayed well done person ;10;4
9,52289E+17;check out my performance from thevoice earlier! hope you like it ;9;3
9,52292E+17;thanks person for my bits n pieces. i actually cant live without the lozenges!! ;4;4
9,52291E+17;wow she is is incredible! absolutely amazing! thevoice person x ;10;5
9,52289E+17;dont worry we havent forgot thevoice  person is a legend ;3;5
9,52286E+17;well person you can back me up! when you feel the rhythm in a song youve gotta move! treat her right back in 69! ;16;3
9,52285E+17;thats literally the best reaction to a contestant ive ever seen person creasing!!! ;5;4
9,52284E+17;welcome to team olly person you were incredible ;3;5
9,52277E+17;i really enjoyed ivy paige obviously.... fantastic performer but wish she didnt wear the obvious outfit. thevoice ;11;4
9,52276E+17;find out whats got our olly all hot under the collar... watch person sing why dont you do right? here: ;9;4
9,52276E+17;you have a little fire cracker there person ! fantastic audition person ;6;5
9,52276E+17;ollys playing it cool we see! person thevoice ;15;3
9,52276E+17;professional professional professional  person ;4;4
9,52276E+17;wow person are incredible! that is one of my favourite bits of music. it gives me goosebumps. they have to go far. ;6;5
9,52276E+17;someones heart just skipped a beat person ;20;5
9,52275E+17;so in love with person . that is what the voice is all about yal  welcome to !! ;16;5
9,52274E+17;were very proud of our curve young company star kade smith performing on thevoice tonight  all four judges turned for him! he was the first on the show if you missed his performance catch up on itv1 at 9pm or on demand ;11;5
9,52272E+17;were back peeps person ;7;3
9,52272E+17;had to press my button for you person love sittin on the dock of the bay and your unique rendition of a classic! so much energy great job! ;6;5
9,52269E+17;lets go yal !! person starts right now! ;7;5
9,52146E+17;who else is buzzing for tonights thevoice show? will anyone else join person ? tune in 8pm ;11;3
9,52663E+17;man i was so shocked to see my old pal person on last night. all those gigs and open mics we did paid off! mark my words world: this man could win. looking forward to seeing you shine! ;2;4
9,52642E+17;to win! thevoice that is what its all about! even better live as well. can not wait for their next round person person ;7;
9,52642E+17;watching thevoice and person has to in the running to win! they were just flawless ;5;
9,52582E+17;after a few rubbish days in hospital catching up on as mias favourite person never fails to put a smile back on her face..talk on the ward was ofcourse all about her person wish ;5;
9,52558E+17;the voice is hands down the best singing contest show about! person is the cherry on the top! love hearing his stories and watching him perform! what a man ;7;
9,52557E+17;finally catching up on thevoice  surely the best season yet?!! person smashing it in some fine company  person  the band sounding better than ever! ;12;
9,52555E+17;were you out last night and missed dont worry person has you covered. watch last nights episode at  ;11;
9,52532E+17;.ollyofficial outrageously flirts with jessica rabbit pinup person on ;4;
9,52518E+17;missed me last night thevoice im on person right now!! person ;11;
9,52515E+17;person hey person can we please have a olly emoji when we hash tag please x x ;7;
9,52644E+17;did person make good again? this series has been probably the best since its initial series. ;6;
9,52613E+17;person gets hot under the collar when smokin hot burlesque babe takes to stage ;5;
9,5261E+17;i seriously love person comes across as a genuinely lovely human being ;4;
9,52577E+17;jessica rabbit pinup person seduces olly murs ;3;
9,52566E+17;crying at ...again thevoice yall need to set up a support group for the viewers ;9;
9,5248E+17;lads person is obviously a person fan... quoted on this is a family show person person  ;6;
9,52357E+17;thank you everyone for all the love and for supporting me and my dreams remember a team that sticks together slays together! person person thevoice ;6;
9,52356E+17;amazing! sir tom jones thevoice now thats a voice... person ;4;
9,52355E+17;o m g person had me from the moment i laid eyes on her! and that voice i was completely gone just end the competition now seriously this girl was incredible  has the makings to be a future superstar  ;8;
9,52347E+17;god knows what id be without 60s pop...motd person person person person person person person ;7;
9,52332E+17;this years show just reestablishes why i love olly murs so much. person ;0;
9,52331E+17;my 16yr old daughter just asked there are no lady managers in the football league! why not? person after all theres an ongoing managers discuss person ;3;
9,52329E+17;me and person were right in front of person watching person at the recording of screaming at her to push her button! great to see represented and glad jennifer chose them! person ;4;
9,53047E+17;missed thevoice you know weve got the recap of everything that went down! and weve realized a pattern on the show  ;1;
9,53025E+17;finally catching up with  cant believe nobody turned for person ;5;
9,53016E+17;person so moved by your performance on absolutely beautiful singing by two gorgeous girls. thrilled for you both and everything crossed for the next stage. ;5;
9,52997E+17;tmrw im person upstairs person w person celebrating person  ;3;
9,52996E+17;the moment when one of your pop idols  who youve impersonated in your kitchen  wants you on their team. person person ;8;
9,52983E+17;headlining wednesday at person weve future comedy legend and soon to be megastar the utterly friggin fabulous jordan gray talldarkfriend. ;5;
9,52961E+17;person congratulations on thevoice may i have a little follow back ;2;
9,52954E+17;from choosing between our superstar coaches to where best to store your choccie person gets all the goss from person  ;10;
9,5293E+17;we reckon you should pay person back for that candle person watch more:  thevoice  ;5;
9,52906E+17;hes got the voice hes got the moves he knows what its like to be a finalist in our person is the perfect person to be dishing out the tips to person person person person and person  ;10;
9,52888E+17;our person gives her verdict on week twos blind auditions  ;8;
9,52883E+17;our person bringing the most important question of all to person ;7;
9,52849E+17;show some love to my girl person  been blessed to have known this lady as a tourbuddy  for so many years... she is finally where she should be  the tv screen and everyone on and off it with her on ;4;
9,52827E+17;were rooting for our rotherhamsheffield girl person she said that tom jones smelt gooood ;3;
9,52824E+17;watch person describe what it was like to get four turns on on this mornings person ;7;
9,53045E+17;i just wish person was my grandpa or something i would ask him to sing all day long ;0;
9,53033E+17;emilyeburnett you go girl! brave move but i love that you want to bring opera to the masses. much love! belle voci perform flower duet: blind auditions  the voice uk 2018 via person ;0;
9,52993E+17;person thevoice this is why person is the voice!!! just wow!!! cant wait to see him in the next round! ;0;
9,52971E+17;catching up with person is making this series! an injection of essex is just what was needed. you go olly ;1;
9,5296E+17;person bless you. .....thankyou for the follow back and best of luck with the ;1;
9,52815E+17;shes arrived! were very excited to be joined by singersongwriter and contestant person you can hear her on our breakfast show at 8:20am.  ;6;
9,52776E+17;person to win!!! ;0;
9,52744E+17;the latest the burlesque daily!  thanks to person person person ;0;
9,53394E+17;you need to start following person right now! she is a stunning talent with a hypnotizing singing voice and her queen of hearts music video proves it! if thats not enough for you check out her performance of jessica rabbits song on  ;10;
9,53389E+17;the fact you sang lean on which is one of my favourite songs of 2015 with such a pure voice person and you have my fave as a coach makes me love and envy you. ;3;
9,53388E+17;miss having person on ngl ;5;
9,53329E+17;person 2012 cover of person ;2;
9,53328E+17;10:06  16 janv. 2018its great having person on bit can you please tour the uk!! would love to hear that amazing voice live ;3;
9,53283E+17;music student person performed an incredible rendition of lean on during the first episode of and turned all four chairs: ;3;
9,5316E+17;heres what person has to say about week twos blind auditions  ;13;
9,53094E+17;person person to win!!! ;1;
9,53089E+17;theivypaige hey ivy im a big fan of olly would you be able to ask him to follow me back on twitter and instagram please? thank you!!! person ;1;
9,53389E+17;this was one of my fave moments of person ;1;
9,53382E+17;catching up on thevoice  i think prefer watching the banterlaughs between the judges than watching the actual singers person person person person ;1;
9,53368E+17;rt person ;4;
9,53206E+17;is absolutely fantastic this year as always!!! person person person and tom thevoice ;0;
9,532E+17;person my 7yr old son jacob loves u on he did this on his tablet last night saying it was u. he looks forward to watching u and the guys every week. i know ur busy but a reply from u would absolutely make his day. thank you xx ;0;
9,53078E+17;disgusting take care of your son inexcusable the child is an innocent life u created protest  boycott cannot listen to him without thinking what a jerk he is bad to his wife too person ;15;
9,53058E+17;hey person we really need some help on this swivel chair thing. please.  thevoice ;4;
9,53724E+17;thank you kelly!!! were just over the moon to be on team person !!! opera is indeed back! ;3;
9,53696E+17;person you are my favorite. you are going to win. ;2;
9,53645E+17;my is to capture person attention with my unique designs;;
9,53644E+17;person love olly on the voice just caught up on the last two very entertaining ;0;
9,53475E+17;person youre so extraordinary ivy paige!!! person ;2;
9,5346E+17;thevoice 2018 person ;0;
9,53687E+17;person i hereby challenge you for your title as of the mods and im not going anywhere til you squeal uncle ;0;
9,54078E+17;would person rather win rear of the year or a grammy? would person rather duet with person or be remixed by person our backstage reporter person asks our lovely coaches all the important questions ;17;
9,54036E+17;the longer you look at person the hotter he looks. ;0;
9,53881E+17;this lovely lad so needs a home plse help with a it might just do the trickdotd person person person person person ;3;
9,54373E+17;as person are completely correct with this statement  why on earth did person tv start ?? it is the song not the singer that matters! ;0;
9,54364E+17;person roll on tomorrow for  cant wait!! ;1;
9,54296E+17;another saturday night in with person wait! looking forward to seeing who will be joining this weekthevoiceuk ;1;
9,54247E+17;yall see this? theres day to go! person ;4;
9,54194E+17;person s mum person has the most adorable header on her twitter profile so so sweet ;1;
9,54144E+17;move over person im coming for your job  ;2;
9,54437E+17;person promote ben helm cmon guys 18 years ;1;
9,54411E+17;person looking forward to tomorrow and hopefully hearing you jam again sir tom ;0;
9,54851E+17;mark asari has been one of the most talented singers! person happy for you bro! ;5;
9,5485E+17;relive person magical performance right here ;11;
9,54839E+17;round 3 of the blind auditions  ! here are teams person person person  person  ;6;
9,54837E+17;contestant person wows the coaches with impressive blind audition ;5;
9,54835E+17;person happy to be on board! thank you all so much for such an amazing ;18;
9,54866E+17;amusement arcade tours today new video  person person person person person person person person person person person person person ;8;
9,54832E+17;watching thevoice  what a privilege it will be to have 2016 team person member  person performing at the lcpl james bateman memorial ball on 16th june 2018 in aid of person his album is out now!!! ;5;
9,54829E+17;overcoming adversity  chasing your dream. inspirational. mark asari person ;2;
9,54828E+17;wow just listen to person and he took my breath away... what a singer ;15;
9,54828E+17;person person person person .... well that was the winner right there the teacher ..... phenomenal ;6;
9,54825E+17;love how thevoice play person songs in the background ;3;
9,54824E+17;me watching thevoice right now omg i love this guy ;5;
9,54821E+17;welcome to person where we take care of our own !! so much talent but yal better be prepared to work ;10;
9,54819E+17;step aside person  theres a new duo in town. please welcome to the stage... person  ;9;
9,54818E+17;were getting sweaty hot and heavy just watching this tbh person ;10;
9,54818E+17;tweet of the night! person ;3;
9,54818E+17;hands up if you wanna dance with olly tonight?! person ;20;
9,54818E+17;doing what we do best ............ person tonight ;7;
9,54818E+17;person person ;12;
9,54817E+17;imagine being 18 years old and person saying he loves what you do? eighteen. person ;13;
9,54817E+17;best part is person you dont know how good you are! the potential is exciting! i really look forward to mentoring you!  ;13;
9,54816E+17;how sweet and endearing is person ? heavenly smooth vocals thrilled you are on  ;15;
9,54816E+17;thevoiceuk fun fact: person is so lovely person is awesome person is a great guy and person are too cute! so happy to be on and to have met so many amazing musicians. ;8;
9,54811E+17;tai on thevoice looking to get a top career as a singer so she can finally give up being a welder. ;11;
9,54753E+17;whos excited to see who else joins mr murs team tonight?! thevoice person person person person ;13;
9,54751E+17;looking forward to tonight all the way person legend ;1;
9,54747E+17;more button pressing action tonight 8pm person  ;10;
9,54739E+17;go getem tonight!! person person ;2;
9,54738E+17;just catching up with person instagram posts he is absolutely mental but i bloody love it!!!! good luck on tonight im sure youll smash it x ;2;
9,54738E+17;we are looking forward to seeing you perforn tonight on person ;1;
9,54703E+17;here lads did i ever tell you i love person legend ;1;
9,5468E+17;my new favourite judge person ;1;
9,54666E+17;help me i cant wait for the voice tonight person thevoice ;4;
9,54652E+17;shout out to person vibing to my track zimbo till i die featuring person  ;3;
9,5465E+17;is as catchy as ? person tonight 8pm person ;13;
9,54587E+17;listen to the beautiful voice of person young girl with so much talent. ;4;
